id,label,dataset_name,folder,google
1061,real,celebahq,train,training
1062,real,celebahq,train,training
1063,real,celebahq,train,training
1064,real,celebahq,test,test
1065,real,celebahq,train,validation
1066,real,celebahq,train,validation
1067,real,celebahq,train,training
1068,real,celebahq,train,training
1069,real,celebahq,train,training
1070,real,celebahq,test,test
1071,real,celebahq,train,training
1072,real,celebahq,train,training
1073,real,celebahq,train,training
1074,real,celebahq,train,training
1075,real,celebahq,train,training
1076,real,celebahq,train,training
1077,real,celebahq,train,training
1078,real,celebahq,train,training
1079,real,celebahq,test,test
1080,real,celebahq,test,test
1081,real,celebahq,train,training
1082,real,celebahq,test,test
1083,real,celebahq,train,training
1084,real,celebahq,train,training
1085,real,celebahq,test,test
1086,real,celebahq,test,test
1087,real,celebahq,train,training
1088,real,celebahq,train,training
1089,real,celebahq,test,test
1090,real,celebahq,train,validation
1091,real,celebahq,train,validation
1092,real,celebahq,train,training
1093,real,celebahq,train,training
1094,real,celebahq,test,test
1095,real,celebahq,train,validation
1096,real,celebahq,train,training
1097,real,celebahq,test,test
1098,real,celebahq,train,training
1099,real,celebahq,train,validation
1100,real,celebahq,train,training
1101,real,celebahq,train,training
1102,real,celebahq,train,training
1103,real,celebahq,train,training
1104,real,celebahq,train,training
1105,real,celebahq,train,training
1106,real,celebahq,train,training
1107,real,celebahq,train,training
1108,real,celebahq,train,training
1109,real,celebahq,train,training
1110,real,celebahq,train,training
1111,real,celebahq,train,training
1112,real,celebahq,train,training
1113,real,celebahq,train,training
1114,real,celebahq,train,training
1115,real,celebahq,train,training
1116,real,celebahq,train,training
1117,real,celebahq,train,training
1118,real,celebahq,train,validation
1119,real,celebahq,train,training
1120,real,celebahq,test,test
1121,real,celebahq,train,training
1122,real,celebahq,train,training
1123,real,celebahq,train,training
1124,real,celebahq,test,test
1125,real,celebahq,train,training
1126,real,celebahq,train,training
1127,real,celebahq,train,training
1128,real,celebahq,train,training
1129,real,celebahq,train,training
1130,real,celebahq,train,training
1131,real,celebahq,train,training
1132,real,celebahq,train,training
1133,real,celebahq,train,validation
1134,real,celebahq,test,test
1135,real,celebahq,train,training
1136,real,celebahq,test,test
1137,real,celebahq,train,training
1138,real,celebahq,test,test
1139,real,celebahq,train,training
1140,real,celebahq,train,training
1141,real,celebahq,train,validation
1142,real,celebahq,train,training
1143,real,celebahq,train,validation
1144,real,celebahq,train,training
1145,real,celebahq,train,training
1146,real,celebahq,test,test
1147,real,celebahq,train,training
1148,real,celebahq,train,training
1149,real,celebahq,test,test
1150,real,celebahq,train,training
1151,real,celebahq,test,test
1152,real,celebahq,train,training
1153,real,celebahq,test,test
1154,real,celebahq,train,training
1155,real,celebahq,train,training
1156,real,celebahq,train,training
1157,real,celebahq,train,training
1158,real,celebahq,train,training
1159,real,celebahq,train,training
1160,real,celebahq,train,training
1161,real,celebahq,train,training
1162,real,celebahq,train,validation
1163,real,celebahq,test,test
1164,real,celebahq,train,training
1165,real,celebahq,train,training
1166,real,celebahq,train,training
1167,real,celebahq,train,training
1168,real,celebahq,train,training
1169,real,celebahq,train,training
1170,real,celebahq,train,validation
1171,real,celebahq,test,test
1172,real,celebahq,train,training
1173,real,celebahq,test,test
1174,real,celebahq,train,validation
1175,real,celebahq,train,training
1176,real,celebahq,test,test
1177,real,celebahq,train,training
1178,real,celebahq,train,training
1179,real,celebahq,train,validation
1180,real,celebahq,test,test
1181,real,celebahq,test,test
1182,real,celebahq,train,training
1183,real,celebahq,test,test
1184,real,celebahq,train,validation
1185,real,celebahq,train,training
1186,real,celebahq,train,training
1187,real,celebahq,train,training
1188,real,celebahq,test,test
1189,real,celebahq,train,training
1190,real,celebahq,train,training
1191,real,celebahq,train,training
1192,real,celebahq,train,training
1193,real,celebahq,test,test
1194,real,celebahq,train,training
1195,real,celebahq,train,training
1196,real,celebahq,train,training
1197,real,celebahq,train,training
1198,real,celebahq,test,test
1199,real,celebahq,train,training
1200,real,celebahq,train,training
1201,real,celebahq,train,training
1202,real,celebahq,train,training
1203,real,celebahq,train,training
1204,real,celebahq,train,training
1205,real,celebahq,train,training
1206,real,celebahq,train,training
1207,real,celebahq,test,test
1208,real,celebahq,train,training
1209,real,celebahq,train,validation
1210,real,celebahq,train,training
1211,real,celebahq,train,training
1212,real,celebahq,test,test
1213,real,celebahq,train,training
1214,real,celebahq,train,training
1215,real,celebahq,train,training
1216,real,celebahq,test,test
1217,real,celebahq,train,validation
1218,real,celebahq,train,training
1219,real,celebahq,train,training
1220,real,celebahq,train,training
1221,real,celebahq,train,training
1222,real,celebahq,train,training
1223,real,celebahq,train,training
1224,real,celebahq,train,validation
1225,real,celebahq,train,training
1226,real,celebahq,train,training
1227,real,celebahq,train,training
1228,real,celebahq,test,test
1229,real,celebahq,train,training
1230,real,celebahq,train,training
1231,real,celebahq,train,validation
1232,real,celebahq,test,test
1233,real,celebahq,train,training
1234,real,celebahq,test,test
1235,real,celebahq,train,validation
1236,real,celebahq,train,training
1237,real,celebahq,train,validation
1238,real,celebahq,train,training
1239,real,celebahq,train,training
1240,real,celebahq,train,training
1241,real,celebahq,test,test
1242,real,celebahq,train,training
1243,real,celebahq,train,training
1244,real,celebahq,train,training
1245,real,celebahq,train,training
1246,real,celebahq,train,training
1247,real,celebahq,train,training
1248,real,celebahq,train,training
1249,real,celebahq,train,training
1250,real,celebahq,train,validation
1251,real,celebahq,train,training
1252,real,celebahq,train,training
1253,real,celebahq,test,test
1254,real,celebahq,test,test
1255,real,celebahq,train,training
1256,real,celebahq,test,test
1257,real,celebahq,train,training
1258,real,celebahq,train,training
1259,real,celebahq,train,training
1260,real,celebahq,test,test
1261,real,celebahq,train,training
1262,real,celebahq,train,training
1263,real,celebahq,train,training
1264,real,celebahq,test,test
1265,real,celebahq,train,training
1266,real,celebahq,train,training
1267,real,celebahq,train,validation
1268,real,celebahq,train,training
1269,real,celebahq,test,test
1270,real,celebahq,train,training
1271,real,celebahq,test,test
1272,real,celebahq,train,training
1273,real,celebahq,train,training
1274,real,celebahq,train,training
1275,real,celebahq,train,training
1276,real,celebahq,test,test
1277,real,celebahq,train,training
1278,real,celebahq,test,test
1279,real,celebahq,train,training
1280,real,celebahq,test,test
1281,real,celebahq,train,training
1282,real,celebahq,train,training
1283,real,celebahq,train,training
1284,real,celebahq,train,training
1285,real,celebahq,train,training
1286,real,celebahq,train,validation
1287,real,celebahq,train,training
1288,real,celebahq,train,training
1289,real,celebahq,train,training
1290,real,celebahq,train,training
1291,real,celebahq,train,training
1292,real,celebahq,train,training
1293,real,celebahq,train,training
1294,real,celebahq,train,validation
1295,real,celebahq,test,test
1296,real,celebahq,train,training
1297,real,celebahq,train,training
1298,real,celebahq,test,test
1299,real,celebahq,train,training
1300,real,celebahq,train,training
1301,real,celebahq,test,test
1302,real,celebahq,train,training
1303,real,celebahq,train,training
1304,real,celebahq,train,training
1305,real,celebahq,train,training
1306,real,celebahq,test,test
1307,real,celebahq,train,training
1308,real,celebahq,test,test
1309,real,celebahq,train,training
1310,real,celebahq,train,training
1311,real,celebahq,train,training
1312,real,celebahq,train,training
1313,real,celebahq,train,training
1314,real,celebahq,train,training
1315,real,celebahq,train,training
1316,real,celebahq,train,training
1317,real,celebahq,train,training
1318,real,celebahq,train,validation
1319,real,celebahq,train,validation
1320,real,celebahq,train,training
1321,real,celebahq,test,test
1322,real,celebahq,test,test
1323,real,celebahq,train,training
1324,real,celebahq,test,test
1325,real,celebahq,train,validation
1326,real,celebahq,train,validation
1327,real,celebahq,test,test
1328,real,celebahq,train,training
1329,real,celebahq,test,test
1330,real,celebahq,test,test
1331,real,celebahq,train,validation
1332,real,celebahq,test,test
1333,real,celebahq,train,training
1334,real,celebahq,train,training
1335,real,celebahq,test,test
1336,real,celebahq,train,training
1337,real,celebahq,test,test
1338,real,celebahq,train,training
1339,real,celebahq,train,validation
1340,real,celebahq,train,training
1341,real,celebahq,train,training
1342,real,celebahq,train,training
1343,real,celebahq,train,training
1344,real,celebahq,train,training
1345,real,celebahq,train,training
1346,real,celebahq,train,training
1347,real,celebahq,train,validation
1348,real,celebahq,train,validation
1349,real,celebahq,test,test
1350,real,celebahq,train,validation
1351,real,celebahq,train,training
1352,real,celebahq,test,test
1353,real,celebahq,train,training
1354,real,celebahq,train,training
1355,real,celebahq,train,training
1356,real,celebahq,train,training
1357,real,celebahq,train,training
1358,real,celebahq,train,training
1359,real,celebahq,train,validation
1360,real,celebahq,train,training
1361,real,celebahq,train,training
1362,real,celebahq,train,training
1363,real,celebahq,train,training
1364,real,celebahq,test,test
1365,real,celebahq,train,training
1366,real,celebahq,train,training
1367,real,celebahq,train,validation
1368,real,celebahq,train,validation
1369,real,celebahq,test,test
1370,real,celebahq,test,test
1371,real,celebahq,test,test
1372,real,celebahq,test,test
1373,real,celebahq,train,training
1374,real,celebahq,train,training
1375,real,celebahq,test,test
1376,real,celebahq,test,test
1377,real,celebahq,train,training
1378,real,celebahq,train,training
1379,real,celebahq,train,training
1380,real,celebahq,train,training
1381,real,celebahq,train,training
1382,real,celebahq,train,training
1383,real,celebahq,train,training
1384,real,celebahq,train,training
1385,real,celebahq,train,training
1386,real,celebahq,test,test
1387,real,celebahq,train,validation
1388,real,celebahq,train,training
1389,real,celebahq,train,training
1390,real,celebahq,train,training
1391,real,celebahq,train,validation
1392,real,celebahq,test,test
1393,real,celebahq,test,test
1394,real,celebahq,test,test
1395,real,celebahq,train,training
1396,real,celebahq,train,validation
1397,real,celebahq,train,training
1398,real,celebahq,train,training
1399,real,celebahq,train,training
1400,real,celebahq,train,training
1401,real,celebahq,train,training
1402,real,celebahq,train,training
1403,real,celebahq,train,training
1404,real,celebahq,train,training
1405,real,celebahq,train,training
1406,real,celebahq,train,training
1407,real,celebahq,train,training
1408,real,celebahq,train,training
1409,real,celebahq,train,training
1410,real,celebahq,train,training
1411,real,celebahq,train,training
1412,real,celebahq,train,training
1413,real,celebahq,train,training
1414,real,celebahq,train,training
1415,real,celebahq,train,training
1416,real,celebahq,train,training
1417,real,celebahq,train,training
1418,real,celebahq,test,test
1419,real,celebahq,train,training
1420,real,celebahq,test,test
1421,real,celebahq,train,training
1422,real,celebahq,test,test
1423,real,celebahq,train,training
1424,real,celebahq,test,test
1425,real,celebahq,train,training
1426,real,celebahq,train,training
1427,real,celebahq,train,training
1428,real,celebahq,test,test
1429,real,celebahq,train,training
1430,real,celebahq,train,training
1431,real,celebahq,train,training
1432,real,celebahq,test,test
1433,real,celebahq,train,training
1434,real,celebahq,train,training
1435,real,celebahq,train,training
1436,real,celebahq,train,training
1437,real,celebahq,train,training
1438,real,celebahq,train,training
1439,real,celebahq,train,training
1440,real,celebahq,train,training
1441,real,celebahq,train,training
1442,real,celebahq,train,training
1443,real,celebahq,train,training
1444,real,celebahq,train,training
1445,real,celebahq,train,training
1446,real,celebahq,train,training
1447,real,celebahq,train,training
1448,real,celebahq,train,training
1449,real,celebahq,train,training
1450,real,celebahq,train,validation
1451,real,celebahq,train,training
1452,real,celebahq,train,validation
1453,real,celebahq,train,training
1454,real,celebahq,train,validation
1455,real,celebahq,train,training
1456,real,celebahq,train,training
1457,real,celebahq,train,training
1458,real,celebahq,test,test
1459,real,celebahq,train,training
1460,real,celebahq,train,training
1461,real,celebahq,train,training
1462,real,celebahq,train,training
1463,real,celebahq,train,training
1464,real,celebahq,train,training
1465,real,celebahq,train,training
1466,real,celebahq,train,training
1467,real,celebahq,train,training
1468,real,celebahq,train,training
1469,real,celebahq,train,training
1470,real,celebahq,train,training
1471,real,celebahq,test,test
1472,real,celebahq,train,training
1473,real,celebahq,train,training
1474,real,celebahq,train,training
1475,real,celebahq,train,training
1476,real,celebahq,test,test
1477,real,celebahq,train,training
1478,real,celebahq,train,training
1479,real,celebahq,train,training
1480,real,celebahq,test,test
1481,real,celebahq,train,validation
1482,real,celebahq,test,test
1483,real,celebahq,train,training
1484,real,celebahq,train,training
1485,real,celebahq,train,training
1486,real,celebahq,train,training
1487,real,celebahq,train,training
1488,real,celebahq,test,test
1489,real,celebahq,train,training
1490,real,celebahq,train,training
1491,real,celebahq,train,training
1492,real,celebahq,train,validation
1493,real,celebahq,train,training
1494,real,celebahq,train,training
1495,real,celebahq,train,validation
1496,real,celebahq,train,training
1497,real,celebahq,train,training
1498,real,celebahq,test,test
1499,real,celebahq,test,test
1500,fake,taming_transformer,train,training
1501,fake,taming_transformer,test,test
1502,fake,taming_transformer,train,training
1503,fake,taming_transformer,train,training
1504,fake,taming_transformer,train,training
1505,fake,taming_transformer,train,training
1506,fake,taming_transformer,train,training
1507,fake,taming_transformer,train,training
1508,fake,taming_transformer,train,training
1509,fake,taming_transformer,test,test
1510,fake,taming_transformer,test,test
1511,fake,taming_transformer,train,training
1512,fake,taming_transformer,train,training
1513,fake,taming_transformer,train,training
1514,fake,taming_transformer,train,validation
1515,fake,taming_transformer,train,training
1516,fake,taming_transformer,train,training
1517,fake,taming_transformer,train,validation
1518,fake,taming_transformer,train,training
1519,fake,taming_transformer,train,training
1520,fake,taming_transformer,train,training
1521,fake,taming_transformer,train,training
1522,fake,taming_transformer,train,training
1523,fake,taming_transformer,train,validation
1524,fake,taming_transformer,train,training
1525,fake,taming_transformer,train,training
1526,fake,taming_transformer,train,training
1527,fake,taming_transformer,train,validation
1528,fake,taming_transformer,train,training
1529,fake,taming_transformer,train,training
1530,fake,taming_transformer,train,training
1531,fake,taming_transformer,train,training
1532,fake,taming_transformer,train,training
1533,fake,taming_transformer,train,training
1534,fake,taming_transformer,train,training
1535,fake,taming_transformer,train,training
1536,fake,taming_transformer,train,training
1537,fake,taming_transformer,train,training
1538,fake,taming_transformer,train,validation
1539,fake,taming_transformer,train,validation
1540,fake,taming_transformer,train,training
1541,fake,taming_transformer,train,training
1542,fake,taming_transformer,test,test
1543,fake,taming_transformer,train,training
1544,fake,taming_transformer,train,training
1545,fake,taming_transformer,train,training
1546,fake,taming_transformer,train,validation
1547,fake,taming_transformer,test,test
1548,fake,taming_transformer,train,validation
1549,fake,taming_transformer,train,training
1550,fake,taming_transformer,train,validation
1551,fake,taming_transformer,train,validation
1552,fake,taming_transformer,train,validation
1553,fake,taming_transformer,test,test
1554,fake,taming_transformer,train,training
1555,fake,taming_transformer,train,training
1556,fake,taming_transformer,train,validation
1557,fake,taming_transformer,train,training
1558,fake,taming_transformer,test,test
1559,fake,taming_transformer,test,test
1560,fake,taming_transformer,train,training
1561,fake,taming_transformer,train,training
1562,fake,taming_transformer,train,training
1563,fake,taming_transformer,test,test
1564,fake,taming_transformer,train,training
1565,fake,taming_transformer,train,training
1566,fake,taming_transformer,train,training
1567,fake,taming_transformer,train,training
1568,fake,taming_transformer,train,training
1569,fake,taming_transformer,train,training
1570,fake,taming_transformer,train,training
1571,fake,taming_transformer,train,training
1572,fake,taming_transformer,train,training
1573,fake,taming_transformer,train,training
1574,fake,taming_transformer,train,training
1575,fake,taming_transformer,train,training
1576,fake,taming_transformer,test,test
1577,fake,taming_transformer,train,training
1578,fake,taming_transformer,train,training
1579,fake,taming_transformer,train,validation
1580,fake,taming_transformer,train,training
1581,fake,taming_transformer,test,test
1582,fake,taming_transformer,train,training
1583,fake,taming_transformer,train,training
1584,fake,taming_transformer,train,training
1585,fake,taming_transformer,train,training
1586,fake,taming_transformer,train,training
1587,fake,taming_transformer,train,training
1588,fake,taming_transformer,train,training
1589,fake,taming_transformer,train,training
1590,fake,taming_transformer,train,validation
1591,fake,taming_transformer,train,training
1592,fake,taming_transformer,train,training
1593,fake,taming_transformer,train,training
1594,fake,taming_transformer,train,training
1595,fake,taming_transformer,train,training
1596,fake,taming_transformer,train,training
1597,fake,taming_transformer,train,validation
1598,fake,taming_transformer,train,training
1599,fake,taming_transformer,train,training
1600,fake,taming_transformer,test,test
1601,fake,taming_transformer,train,training
1602,fake,taming_transformer,train,training
1603,fake,taming_transformer,train,training
1604,fake,taming_transformer,train,training
1605,fake,taming_transformer,train,training
1606,fake,taming_transformer,train,training
1607,fake,taming_transformer,test,test
1608,fake,taming_transformer,train,training
1609,fake,taming_transformer,test,test
1610,fake,taming_transformer,train,training
1611,fake,taming_transformer,train,training
1612,fake,taming_transformer,train,training
1613,fake,taming_transformer,test,test
1614,fake,taming_transformer,train,training
1615,fake,taming_transformer,train,training
1616,fake,taming_transformer,train,training
1617,fake,taming_transformer,test,test
1618,fake,taming_transformer,test,test
1619,fake,taming_transformer,test,test
1620,fake,taming_transformer,train,training
1621,fake,taming_transformer,train,training
1622,fake,taming_transformer,test,test
1623,fake,taming_transformer,train,training
1624,fake,taming_transformer,train,training
1625,fake,taming_transformer,train,validation
1626,fake,taming_transformer,test,test
1627,fake,taming_transformer,train,validation
1628,fake,taming_transformer,train,training
1629,fake,taming_transformer,train,training
1630,fake,taming_transformer,train,training
1631,fake,taming_transformer,test,test
1632,fake,taming_transformer,train,training
1633,fake,taming_transformer,train,training
1634,fake,taming_transformer,train,training
1635,fake,taming_transformer,test,test
1636,fake,taming_transformer,train,training
1637,fake,taming_transformer,train,training
1638,fake,taming_transformer,train,validation
1639,fake,taming_transformer,train,training
1640,fake,taming_transformer,train,training
1641,fake,taming_transformer,test,test
1642,fake,taming_transformer,train,training
1643,fake,taming_transformer,train,training
1644,fake,taming_transformer,train,training
1645,fake,taming_transformer,test,test
1646,fake,taming_transformer,train,validation
1647,fake,taming_transformer,train,validation
1648,fake,taming_transformer,test,test
1649,fake,taming_transformer,train,training
1650,fake,taming_transformer,test,test
1651,fake,taming_transformer,train,training
1652,fake,taming_transformer,train,training
1653,fake,taming_transformer,train,training
1654,fake,taming_transformer,train,training
1655,fake,taming_transformer,train,training
1656,fake,taming_transformer,train,training
1657,fake,taming_transformer,train,training
1658,fake,taming_transformer,test,test
1659,fake,taming_transformer,test,test
1660,fake,taming_transformer,train,validation
1661,fake,taming_transformer,train,training
1662,fake,taming_transformer,train,training
1663,fake,taming_transformer,train,training
1664,fake,taming_transformer,train,training
1665,fake,taming_transformer,test,test
1666,fake,taming_transformer,train,training
1667,fake,taming_transformer,train,training
1668,fake,taming_transformer,train,training
1669,fake,taming_transformer,train,training
1670,fake,taming_transformer,train,training
1671,fake,taming_transformer,train,validation
1672,fake,taming_transformer,train,training
1673,fake,taming_transformer,test,test
1674,fake,taming_transformer,test,test
1675,fake,taming_transformer,train,training
1676,fake,taming_transformer,train,training
1677,fake,taming_transformer,train,training
1678,fake,taming_transformer,test,test
1679,fake,taming_transformer,train,training
1680,fake,taming_transformer,train,training
1681,fake,taming_transformer,train,training
1682,fake,taming_transformer,train,validation
1683,fake,taming_transformer,train,training
1684,fake,taming_transformer,train,validation
1685,fake,taming_transformer,train,training
1686,fake,taming_transformer,test,test
1687,fake,taming_transformer,train,training
1688,fake,taming_transformer,train,training
1689,fake,taming_transformer,test,test
1690,fake,taming_transformer,train,training
1691,fake,taming_transformer,train,training
1692,fake,taming_transformer,test,test
1693,fake,taming_transformer,train,training
1694,fake,taming_transformer,test,test
1695,fake,taming_transformer,test,test
1696,fake,taming_transformer,train,training
1697,fake,taming_transformer,train,training
1698,fake,taming_transformer,train,training
1699,fake,taming_transformer,train,training
1700,fake,taming_transformer,train,training
1701,fake,taming_transformer,train,training
1702,fake,taming_transformer,train,training
1703,fake,taming_transformer,train,training
1704,fake,taming_transformer,test,test
1705,fake,taming_transformer,test,test
1706,fake,taming_transformer,train,training
1707,fake,taming_transformer,train,training
1708,fake,taming_transformer,train,training
1709,fake,taming_transformer,train,validation
1710,fake,taming_transformer,train,training
1711,fake,taming_transformer,train,training
1712,fake,taming_transformer,train,training
1713,fake,taming_transformer,train,training
1714,fake,taming_transformer,train,validation
1715,fake,taming_transformer,train,training
1716,fake,taming_transformer,train,training
1717,fake,taming_transformer,train,training
1718,fake,taming_transformer,train,training
1719,fake,taming_transformer,train,training
1720,fake,taming_transformer,train,training
1721,fake,taming_transformer,train,training
1722,fake,taming_transformer,train,training
1723,fake,taming_transformer,test,test
1724,fake,taming_transformer,test,test
1725,fake,taming_transformer,test,test
1726,fake,taming_transformer,train,training
1727,fake,taming_transformer,train,training
1728,fake,taming_transformer,test,test
1729,fake,taming_transformer,train,training
1730,fake,taming_transformer,train,training
1731,fake,taming_transformer,train,training
1732,fake,taming_transformer,test,test
1733,fake,taming_transformer,train,training
1734,fake,taming_transformer,train,training
1735,fake,taming_transformer,train,training
1736,fake,taming_transformer,train,training
1737,fake,taming_transformer,train,training
1738,fake,taming_transformer,test,test
1739,fake,taming_transformer,test,test
1740,fake,taming_transformer,train,training
1741,fake,taming_transformer,train,training
1742,fake,taming_transformer,train,training
1743,fake,taming_transformer,train,training
1744,fake,taming_transformer,train,training
1745,fake,taming_transformer,test,test
1746,fake,taming_transformer,train,training
1747,fake,taming_transformer,train,training
1748,fake,taming_transformer,train,training
1749,fake,taming_transformer,train,validation
1750,fake,taming_transformer,train,training
1751,fake,taming_transformer,train,training
1752,fake,taming_transformer,train,training
1753,fake,taming_transformer,train,validation
1754,fake,taming_transformer,train,training
1755,fake,taming_transformer,test,test
1756,fake,taming_transformer,train,training
1757,fake,taming_transformer,train,training
1758,fake,taming_transformer,test,test
1759,fake,taming_transformer,train,training
1760,fake,taming_transformer,train,training
1761,fake,taming_transformer,train,training
1762,fake,taming_transformer,train,training
1763,fake,taming_transformer,train,training
1764,fake,taming_transformer,train,training
1765,fake,taming_transformer,train,training
1766,fake,taming_transformer,train,training
1767,fake,taming_transformer,test,test
1768,fake,taming_transformer,train,training
1769,fake,taming_transformer,test,test
1770,fake,taming_transformer,train,training
1771,fake,taming_transformer,train,training
1772,fake,taming_transformer,train,training
1773,fake,taming_transformer,test,test
1774,fake,taming_transformer,train,training
1775,fake,taming_transformer,train,training
1776,fake,taming_transformer,test,test
1777,fake,taming_transformer,test,test
1778,fake,taming_transformer,train,training
1779,fake,taming_transformer,train,validation
1780,fake,taming_transformer,test,test
1781,fake,taming_transformer,train,training
1782,fake,taming_transformer,train,validation
1783,fake,taming_transformer,train,training
1784,fake,taming_transformer,train,training
1785,fake,taming_transformer,test,test
1786,fake,taming_transformer,train,training
1787,fake,taming_transformer,train,training
1788,fake,taming_transformer,train,training
1789,fake,taming_transformer,train,training
1790,fake,taming_transformer,test,test
1791,fake,taming_transformer,train,training
1792,fake,taming_transformer,train,training
1793,fake,taming_transformer,train,training
1794,fake,taming_transformer,train,training
1795,fake,taming_transformer,test,test
1796,fake,taming_transformer,test,test
1797,fake,taming_transformer,test,test
1798,fake,taming_transformer,train,training
1799,fake,taming_transformer,train,training
1800,fake,sfhq,train,training
1801,fake,sfhq,train,training
1802,fake,sfhq,train,training
1803,fake,sfhq,train,training
1804,fake,sfhq,train,training
1805,fake,sfhq,train,training
1806,fake,sfhq,train,training
1807,fake,sfhq,train,training
1808,fake,sfhq,train,training
1809,fake,sfhq,train,training
1810,fake,sfhq,test,test
1811,fake,sfhq,train,training
1812,fake,sfhq,train,validation
1813,fake,sfhq,test,test
1814,fake,sfhq,train,training
1815,fake,sfhq,test,test
1816,fake,sfhq,train,training
1817,fake,sfhq,train,training
1818,fake,sfhq,train,training
1819,fake,sfhq,train,validation
1820,fake,sfhq,test,test
1821,fake,sfhq,train,training
1822,fake,sfhq,test,test
1823,fake,sfhq,test,test
1824,fake,sfhq,test,test
1825,fake,sfhq,train,training
1826,fake,sfhq,train,training
1827,fake,sfhq,train,training
1828,fake,sfhq,train,validation
1829,fake,sfhq,train,training
1830,fake,sfhq,train,training
1831,fake,sfhq,train,training
1832,fake,sfhq,train,training
1833,fake,sfhq,train,training
1834,fake,sfhq,test,test
1835,fake,sfhq,train,training
1836,fake,sfhq,train,training
1837,fake,sfhq,train,training
1838,fake,sfhq,train,training
1839,fake,sfhq,train,training
1840,fake,sfhq,train,training
1841,fake,sfhq,train,training
1842,fake,sfhq,train,training
1843,fake,sfhq,test,test
1844,fake,sfhq,train,training
1845,fake,sfhq,train,validation
1846,fake,sfhq,train,training
1847,fake,sfhq,train,training
1848,fake,sfhq,train,training
1849,fake,sfhq,train,training
1850,fake,sfhq,train,training
1851,fake,sfhq,train,training
1852,fake,sfhq,train,training
1853,fake,sfhq,train,training
1854,fake,sfhq,train,training
1855,fake,sfhq,train,training
1856,fake,sfhq,train,training
1857,fake,sfhq,test,test
1858,fake,sfhq,train,training
1859,fake,sfhq,train,training
1860,fake,sfhq,train,training
1861,fake,sfhq,train,training
1862,fake,sfhq,test,test
1863,fake,sfhq,train,training
1864,fake,sfhq,train,training
1865,fake,sfhq,train,training
1866,fake,sfhq,test,test
1867,fake,sfhq,test,test
1868,fake,sfhq,train,training
1869,fake,sfhq,test,test
1870,fake,sfhq,train,training
1871,fake,sfhq,test,test
1872,fake,sfhq,train,training
1873,fake,sfhq,train,training
1874,fake,sfhq,train,validation
1875,fake,sfhq,train,training
1876,fake,sfhq,test,test
1877,fake,sfhq,train,training
1878,fake,sfhq,train,validation
1879,fake,sfhq,train,training
1880,fake,sfhq,train,training
1881,fake,sfhq,train,training
1882,fake,sfhq,test,test
1883,fake,sfhq,train,training
1884,fake,sfhq,test,test
1885,fake,sfhq,train,validation
1886,fake,sfhq,train,training
1887,fake,sfhq,test,test
1888,fake,sfhq,train,validation
1889,fake,sfhq,train,training
1890,fake,sfhq,train,training
1891,fake,sfhq,train,training
1892,fake,sfhq,train,validation
1893,fake,sfhq,train,training
1894,fake,sfhq,test,test
1895,fake,sfhq,train,training
1896,fake,sfhq,train,training
1897,fake,sfhq,train,training
1898,fake,sfhq,test,test
1899,fake,sfhq,train,validation
1900,fake,sfhq,train,training
1901,fake,sfhq,train,training
1902,fake,sfhq,train,training
1903,fake,sfhq,test,test
1904,fake,sfhq,train,training
1905,fake,sfhq,train,training
1906,fake,sfhq,train,training
1907,fake,sfhq,train,training
1908,fake,sfhq,train,training
1909,fake,sfhq,test,test
1910,fake,sfhq,train,training
1911,fake,sfhq,train,training
1912,fake,sfhq,train,training
1913,fake,sfhq,train,training
1914,fake,sfhq,train,training
1915,fake,sfhq,test,test
1916,fake,sfhq,train,training
1917,fake,sfhq,train,training
1918,fake,sfhq,train,training
1919,fake,sfhq,train,validation
1920,fake,sfhq,train,training
1921,fake,sfhq,train,training
1922,fake,sfhq,train,training
1923,fake,sfhq,train,training
1924,fake,sfhq,train,training
1925,fake,sfhq,train,training
1926,fake,sfhq,train,training
1927,fake,sfhq,train,training
1928,fake,sfhq,train,training
1929,fake,sfhq,train,training
1930,fake,sfhq,test,test
1931,fake,sfhq,train,training
1932,fake,sfhq,train,training
1933,fake,sfhq,train,training
1934,fake,sfhq,test,test
1935,fake,sfhq,train,training
1936,fake,sfhq,test,test
1937,fake,sfhq,train,training
1938,fake,sfhq,train,training
1939,fake,sfhq,train,training
1940,fake,sfhq,train,training
1941,fake,sfhq,test,test
1942,fake,sfhq,train,training
1943,fake,sfhq,train,training
1944,fake,sfhq,train,training
1945,fake,sfhq,test,test
1946,fake,sfhq,train,validation
1947,fake,sfhq,train,training
1948,fake,sfhq,test,test
1949,fake,sfhq,train,training
1950,fake,sfhq,train,training
1951,fake,sfhq,train,training
1952,fake,sfhq,train,training
1953,fake,sfhq,train,training
1954,fake,sfhq,train,training
1955,fake,sfhq,train,training
1956,fake,sfhq,test,test
1957,fake,sfhq,test,test
1958,fake,sfhq,train,training
1959,fake,sfhq,train,training
1960,fake,sfhq,train,training
1961,fake,sfhq,train,training
1962,fake,sfhq,test,test
1963,fake,sfhq,train,training
1964,fake,sfhq,test,test
1965,fake,sfhq,train,training
1966,fake,sfhq,train,training
1967,fake,sfhq,train,training
1968,fake,sfhq,train,training
1969,fake,sfhq,test,test
1970,fake,sfhq,test,test
1971,fake,sfhq,train,training
1972,fake,sfhq,train,training
1973,fake,sfhq,train,validation
1974,fake,sfhq,train,training
1975,fake,sfhq,train,training
